iso3,mode_id,specification,definition,restriction_warning,wing
FJI,A09,"Child under 18 when either parent became a citizen can become a citizen by registration. If an application for citizenship is made after child is 18, residence in Fiji for 3 of 5 preceding years also required.",NA,NA,parentage
FSM,A09,"A <d4>child of a citizen<d5> may apply for naturalization. Other criteria include residence in FSM for at least 5 years, renounces foreign citizenship, competence in at least one indigenous language, not convicted of a felony.",NA,NA,parentage
GBR,A09,Person is a minor who is born in the UK and whose parent acquires citizenship or becomes settled in the UK. Other conditions: good character if person is over 10 years old.,NA,age,parentage
GIN,A09,"Person is the minor child of a person who acquired Guinean citizenship, in case the child has not acquired citizenship through the naturalisation process. Other conditions: see A06 (except no residence period).",NA,age,parentage
GRC,A09,person is minor at the age of citizenship acquisition of a parent,NA,age,parentage
GUY,A09,Application made by parent or guardian. Child must be a minor. Minister approves at his/her discretion.,NA,age,parentage
IDN,A09,"Person is a minor or unmarried, present and living in Indonesia, and his or her parents have acquired citizenship. In case acquisition results in dual citizenship, the child must choose either citizenship within 3 years after reaching the age of 18 or upon marriage.
",NA,age,parentage
IND,A09,Person is the minor child of a citizen. Other conditions: person is not an illegal migrant.,NA,age,parentage
JAM,A09,Person must be a minor. Decision at Minister's discretion.,NA,age,parentage
JPN,A09,"Person is the child of a citizen and is domiciled in Japan. Other conditions: see A06 (except requirements relating to residence, age, full capacity, and means of living).",NA,NA,parentage
KEN,A09,"Person is the child of a citizen by registration born before the parent acquired citizenship, or the person is a dependant or under the legal guardianship of someone who is a citizen by registration. Other conditions: production of document conferring citizenship on a parent, and of the birth certificate and proof of lawful residence in Kenya of the child or parent with a disability.",NA,age,parentage
KGZ,A09,"Person has been resident for 1 year, has reached the age of majority, and has a parent who is a citizen. Other conditions: see A06 (except language requirement).",NA,NA,parentage
KIR,A09,Person born outside Kiribati prior to independence day (12 July 1979) becomes a citizen if his or her father (or mother if person born outside marriage) becomes or would have become a citizen on independence day. (Note gender discrimination.),NA,NA,parentage
KOR,A09,"Person is the (minor adopted) child of a citizen. Other conditions: see A06 (except requirements relating to age, residence and means of living and permanent residence status requirement).",NA,NA,parentage
LCA,A09,Person is under 21 and parent is a citizen.,NA,NA,parentage
MDA,A09,Person has been resident in Moldova for 3 years with a parent who is a citizen. Other conditions: see A06.,NA,age,parentage
MNE,A09,"Person is a minor both whose parents acquire citizenship by naturalisation, or the parent with whom the child uninterruptedly resides is naturalised. Other conditions: loss or renunciation of another citizenship. Consent is required if child is over the age of 14.",NA,age,parentage
MUS,A09,Person is the minor child of a citizen.,NA,age,parentage
MWI,A09,"Person is the minor child of a citizen and ordinarily resident in Malawi. Other conditions: adequate knowledge of vernacular language or English, good character, and suitable citizen.",NA,age,parentage
MYS,A09,Person is under the age of 21 and the child of a citizen (or a person who was a citizen at his/her death). Application needs to be made by the parent or guardian.  Other conditions: oath of allegiance.,NA,NA,parentage
NLD,A09,"Person is a minor who is put under joint custody of 2 persons at least one of whom is a citizen who has raised the child for 3 years, and the child's residence is not in another country of which the child is a citizen.",NA,age,parentage
NOR,A09,"Person is a minor whose parent is acquiring or has acquired citizenship by naturalisation. If over 2 years old, the person must have been resident in Norway for 2 years, with residence or work permits of at least 1 year.",NA,age,parentage
NPL,A09,"Person is the child of someone who acquired citizenship under mode A24, and the child was born prior to the parent acquiring citizenship.",NA,NA,parentage
PNG,A09,"Person with one parent or grandparent who was or is eligible to be a citizen can apply to the Minister for citizenship by descent. Criteria: Residence for 12 months in preceding 3 years, good character, renounce other citizenship (unless a dual citizen).",NA,NA,parentage
QAT,A09,"Person is born as the child of a naturalised citizen. Citizenship may also be granted, by a decision of the Emir, to the minor children of a naturalised person who had been residing abroad, after 5 years from the date of their first residence in Qatar, provided that they had not reached adulthood at the time of the application. Such minor children of naturalised persons shall,  within 1 year of reaching the age of majority, declare in writing to the Minister of Interior the renunciation of citizenship if they want to keep their original citizenship. The adult children of a naturalised person may be granted citizenship by an Emiri decision after 15 years have elapsed since taking up residence in Qatar.",NA,age,parentage
RUS,A09,"Person has at least one parent who is a citizen of Russia and who lives in Russia. Other conditions: see A06 (except residency requirement).;
Person is a minor, has one parent who is a citizen, and that parent applies for the child's citizenship. Consent of the other parent is necessary if the child resides abroad.  If person is over the age of 14, his or her consent is required.",NA,NA,parentage
