iso3,mode_id,specification,definition,restriction_warning,wing
AUT,A06f,Person has a secure income.,NA,economic-resources,residence
AZE,A06f,Legal source of income required.,NA,economic-resources,residence
BEN,A06f,Good mental and physical health.,NA,economic-resources,residence
BGR,A06f,Person has source of income and occupation sufficient for support.,NA,economic-resources,residence
BHR,A06f,Person must own real estate.,NA,economic-resources,residence
BIH,A06f,"Person has sufficient permanent source of income or be able to provide evidence of sufficient funds, has no tax or other financial obligations.",NA,economic-resources,residence
BLR,A06f,Person has regular employment or source of income.,NA,economic-resources,residence
BLZ,A06f,Person must have sufficient means for self-support and not been declared bankrupt.,NA,economic-resources,residence
BRN,A06f,Person is unlikely to become a charge on Brunei.,NA,economic-resources,residence
CAN,A06f,Person must meet the Income Tax Act requirements to file income tax returns for 4 of those 6 years.,NA,economic-resources,residence
CHE,A06f,Person is successfully integrated (entails showing respect for public security and order).,NA,economic-resources,residence
CHL,A06f,Person must have source of income sufficient for support.,NA,economic-resources,residence
CIV,A06f,"Person has sound mental health and physical health, would not make a burden or danger to the public.",NA,economic-resources,residence
CMR,A06f,Person has sound mind and body.,NA,economic-resources,residence
COG,A06f,"Sound mind, good health required.",NA,economic-resources,residence
COL,A06f,Proof of employment in the country.,NA,economic-resources,residence
COM,A06f,"Person must have sound mind, good physical health.",NA,economic-resources,residence
CPV,A06f,Person has capacity to support him/herself.,NA,economic-resources,residence
CRI,A06f,Known source of income or occupation sufficient for self-support and that of his/her family.,NA,economic-resources,residence
CZE,A06f,"Fulfilment of obligations under immigration law and other laws (e.g. payment of health and social security insurance, taxes etc), proof of sufficient legal income and proof that he/she has not been a public burden during the last 3 years.



",NA,economic-resources,residence
DEU,A06f,Person must have the ability to support oneself and one's family without social security or unemployment benefit.,NA,economic-resources,residence
DNK,A06f,"Self-support (meaning no receipt of social assistance within the last 2 year before the application and not more than 4 months receipt of social assistance within the last 5 years), no due debts to the state.",NA,economic-resources,residence
DZA,A06f,"Receive an income, be of sound mind and body.",NA,economic-resources,residence
ECU,A06f,Ability to support oneself as well as family.,NA,economic-resources,residence
EGY,A06f,"Good mental health, no disability making a burden on society",NA,economic-resources,residence
ERI,A06f,"Free of any mental or physical handicap, will not become a burden on Eritrean society and can provide for own and family's needs.",NA,economic-resources,residence
EST,A06f,Permanent legal income required.,NA,economic-resources,residence
ETH,A06f,Sufficient lawful source of income required.,NA,economic-resources,residence
FIN,A06f,"Person has not materially failed to provide maintenance or meet pecuniary obligations under public law, can provide a reliable account of livelihood.",NA,economic-resources,residence
GAB,A06f,Person does not have a serious physical or mental incapacity not incurred for the benefit of Gabon or a Gabonese citizen.,NA,economic-resources,residence
GEO,A06f,"Person must have a job and/or real estate in Georgia, or carry on business on the territory of Georgia or hold an interest or shares in a Georgian enterprise.  If person is a beneficiary of support ex Art. 12 Civil Code (i.e. has a serious psychosocial, mental or intellectual disorder), he/she is exempted from language requirement, civic knowledge requirement and income requirement.",NA,economic-resources,residence
GHA,A06f,Person is capable of making a substantial contribution.,NA,economic-resources,residence
GMB,A06f,Person is capable of supporting self and dependants.,NA,economic-resources,residence
GNQ,A06f,Certificate of tax payment (solvencia tributaria) required.,NA,economic-resources,residence
GRC,A06f,Stable income required.,NA,economic-resources,residence
GTM,A06f,Source of income or occupation sufficient for support.,NA,economic-resources,residence
HND,A06f,Source of income or occupation sufficient for support (or person is dependent on parents or spouse).,NA,economic-resources,residence
HRV,A06f,Payment of public contributions.,NA,economic-resources,residence
HUN,A06f,Self-subsistence required.,NA,economic-resources,residence
IDN,A06f,Person is employed and/or has a steady income,NA,economic-resources,residence
IRQ,A06f,Person may not have a disability.,NA,economic-resources,residence
ISL,A06f,"Person is capable of working, property not subject to encumbrance or liens, capable of self-support, and has not received a support grant from a local authority for the past 3 years.",NA,economic-resources,residence
ITA,A06f,Sufficient income in the last 3 years required.,NA,economic-resources,residence
JOR,A06f,"Person is of sound mind and does not suffer from impairment/handicap that would make him/her dependent/a burden on society. Person has a lawful means of livelihood, taking into account not to compete with Jordanians in the professions in which a limited number of positions are available.",NA,economic-resources,residence
JPN,A06f,Sufficient means of support either in the person's own property or ability or that of the spouse/relatives,NA,economic-resources,residence
KEN,A06f,"Person is capable of making a substantive contribution to Kenya, not adjudged bankrupt.",NA,economic-resources,residence
KGZ,A06f,Person has a source of subsistence.,NA,economic-resources,residence
KHM,A06f,Physical and mental health so as not to become a danger or burden to society.,NA,economic-resources,residence
KIR,A06f,Person must have means of support.,NA,economic-resources,residence
KOR,A06f,Sufficient means of support either in the person's own property or ability or that of his/her family.,NA,economic-resources,residence
LAO,A06f,"Profession, qualifications and a stable economic status required.",NA,economic-resources,residence
LBY,A06f,Person has an income and is in physical health.,NA,economic-resources,residence
LIE,A06f,Person's livelihood must be sufficiently secured.,NA,economic-resources,residence
LSO,A06f,"Financially solvent (unless person is a Commonwealth citizen), not have mental incapacity.",NA,economic-resources,residence
LTU,A06f,Person has legal source of support.,NA,economic-resources,residence
LVA,A06f,Legal income and no due taxes.,NA,economic-resources,residence
MAR,A06f,Person must have an income and may not have disabilities.,NA,economic-resources,residence
MDA,A06f,Person has legal sources of income.,NA,economic-resources,residence
